"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX1468738","GSM1966458: single H9 hESCs differentiated for 96 hours [H9.96h_112]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193867","","72.08","1","2275995","116075745","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468737","GSM1966457: single H9 hESCs differentiated for 96 hours [H9.96h_111]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193569","","71.33","1","2251494","114826194","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468736","GSM1966456: single H9 hESCs differentiated for 96 hours [H9.96h_110]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193868","","77.52","1","2441845","124534095","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468735","GSM1966455: single H9 hESCs differentiated for 96 hours [H9.96h_109]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193869","","103.67","1","3302480","168426480","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468734","GSM1966454: single H9 hESCs differentiated for 96 hours [H9.96h_108]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193870","","87.39","1","2779142","141736242","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468733","GSM1966453: single H9 hESCs differentiated for 96 hours [H9.96h_107]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193871","","77.82","1","2458714","125394414","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468732","GSM1966452: single H9 hESCs differentiated for 96 hours [H9.96h_106]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193872","","54.65","1","1708747","87146097","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468731","GSM1966451: single H9 hESCs differentiated for 96 hours [H9.96h_105]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193873","","50.47","1","1595732","81382332","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468730","GSM1966450: single H9 hESCs differentiated for 96 hours [H9.96h_104]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193875","","63.49","1","1996361","101814411","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468729","GSM1966449: single H9 hESCs differentiated for 96 hours [H9.96h_103]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193874","","65.6","1","2062125","105168375","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468728","GSM1966448: single H9 hESCs differentiated for 96 hours [H9.96h_102]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193876","","64.91","1","2047395","104417145","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468727","GSM1966447: single H9 hESCs differentiated for 96 hours [H9.96h_101]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193877","","64.98","1","2055287","104819637","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468726","GSM1966446: single H9 hESCs differentiated for 96 hours [H9.96h_100]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193878","","50.52","1","1583799","80773749","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468725","GSM1966445: single H9 hESCs differentiated for 96 hours [H9.96h_099]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193879","","62.1","1","1960438","99982338","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468724","GSM1966444: single H9 hESCs differentiated for 96 hours [H9.96h_098]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193880","","59.85","1","1840315","93856065","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468723","GSM1966443: single H9 hESCs differentiated for 96 hours [H9.96h_097]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193881","","88.6","1","2811740","143398740","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468722","GSM1966442: single H9 hESCs differentiated for 96 hours [H9.96h_096]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193882","","84.32","1","2647097","135001947","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468721","GSM1966441: single H9 hESCs differentiated for 96 hours [H9.96h_095]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193883","","81.13","1","2547419","129918369","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468720","GSM1966440: single H9 hESCs differentiated for 96 hours [H9.96h_094]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193884","","39.7","1","1144643","58376793","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468719","GSM1966439: single H9 hESCs differentiated for 96 hours [H9.96h_093]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193886","","81.39","1","2592474","132216174","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468718","GSM1966438: single H9 hESCs differentiated for 96 hours [H9.96h_092]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193885","","77.9","1","2445421","124716471","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468717","GSM1966437: single H9 hESCs differentiated for 96 hours [H9.96h_091]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193887","","99.28","1","3116203","158926353","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468716","GSM1966436: single H9 hESCs differentiated for 96 hours [H9.96h_090]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193888","","18.85","1","516490","26340990","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468715","GSM1966435: single H9 hESCs differentiated for 96 hours [H9.96h_089]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193891","","85.08","1","2700568","137728968","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468714","GSM1966434: single H9 hESCs differentiated for 96 hours [H9.96h_088]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193889","","86.48","1","2729522","139205622","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468713","GSM1966433: single H9 hESCs differentiated for 96 hours [H9.96h_087]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193890","","91.87","1","2893065","147546315","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468712","GSM1966432: single H9 hESCs differentiated for 96 hours [H9.96h_086]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193893","","56.94","1","1646038","83947938","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468711","GSM1966431: single H9 hESCs differentiated for 96 hours [H9.96h_085]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193895","","19.67","1","534823","27275973","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468710","GSM1966430: single H9 hESCs differentiated for 96 hours [H9.96h_084]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193894","","94.61","1","3013896","153708696","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468709","GSM1966429: single H9 hESCs differentiated for 96 hours [H9.96h_083]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193896","","88.04","1","2802441","142924491","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468708","GSM1966428: single H9 hESCs differentiated for 96 hours [H9.96h_082]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193898","","72.04","1","2262503","115387653","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468707","GSM1966427: single H9 hESCs differentiated for 96 hours [H9.96h_081]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193897","","55.55","1","1765070","90018570","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468706","GSM1966426: single H9 hESCs differentiated for 96 hours [H9.96h_080]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193899","","81.48","1","2594578","132323478","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468705","GSM1966425: single H9 hESCs differentiated for 96 hours [H9.96h_079]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193900","","95.87","1","3013345","153680595","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468704","GSM1966424: single H9 hESCs differentiated for 96 hours [H9.96h_078]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193901","","100.21","1","3147895","160542645","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468702","GSM1966423: single H9 hESCs differentiated for 96 hours [H9.96h_077]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193903","","90.77","1","2890133","147396783","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468701","GSM1966422: single H9 hESCs differentiated for 96 hours [H9.96h_075]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193904","","81.91","1","2602830","132744330","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468700","GSM1966421: single H9 hESCs differentiated for 96 hours [H9.96h_074]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193905","","73.55","1","2265870","115559370","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468699","GSM1966420: single H9 hESCs differentiated for 96 hours [H9.96h_073]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193908","","75.81","1","2413542","123090642","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468698","GSM1966419: single H9 hESCs differentiated for 96 hours [H9.96h_072]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193568","","88.55","1","2808503","143233653","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468697","GSM1966418: single H9 hESCs differentiated for 96 hours [H9.96h_071]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193907","","69.72","1","2200293","112214943","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468696","GSM1966417: single H9 hESCs differentiated for 96 hours [H9.96h_070]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193906","","58.62","1","1837645","93719895","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468695","GSM1966416: single H9 hESCs differentiated for 96 hours [H9.96h_069]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193909","","53.62","1","1697652","86580252","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468694","GSM1966415: single H9 hESCs differentiated for 96 hours [H9.96h_068]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193910","","71.09","1","2253136","114909936","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468693","GSM1966414: single H9 hESCs differentiated for 96 hours [H9.96h_067]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193911","","96.31","1","3064331","156280881","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468692","GSM1966413: single H9 hESCs differentiated for 96 hours [H9.96h_066]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193912","","88.14","1","2781612","141862212","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468691","GSM1966412: single H9 hESCs differentiated for 96 hours [H9.96h_065]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193566","","70.17","1","2215394","112985094","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468690","GSM1966411: single H9 hESCs differentiated for 96 hours [H9.96h_064]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193565","","64.15","1","2026648","103359048","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
